Date,SKU,SKU_Name_x,Demand,Forecast_Demand,SKU_Name_y
2024-08-04,HLTH-002,Digital Thermometer,8.0,13.428669186217997,
2024-08-04,APPL-001,Air Fryer 5L,10.0,13.728823269021234,
2024-08-04,BOOK-001,Fiction Novel,13.0,15.028331844484692,
2024-08-04,OUTD-001,Camping Tent 2P,8.0,13.173618939089405,
2024-08-04,BEAU-001,Face Moisturiser,21.0,15.038102274884334,
2024-08-04,ELEC-001,Bluetooth Speaker,6.0,8.539857620188938,
2024-08-04,SOFT-002,Office Suite,18.0,13.440672560182565,
2024-08-04,JWLY-001,Silver Necklace,17.0,15.091091287288206,
2024-08-04,AUTO-002,Tyre Inflator,14.0,13.76407075997621,
2024-08-04,SPRT-003,Resistance Bands,17.0,13.625498182379252,
2024-08-04,APPL-003,Hand Blender,17.0,13.271280756273468,
2024-08-04,HLTH-003,First Aid Kit,11.0,13.23136012800493,
2024-08-04,SPRT-001,Yoga Mat,5.0,13.960834693854022,
2024-08-04,HLTH-001,Vitamin C 60 Tablets,14.0,15.130099711985617,
2024-08-04,GROC-002,Cooking Oil 1L,23.0,21.32975136493942,
2024-08-04,BABY-001,Baby Monitor,11.0,13.999882709333663,
2024-08-04,OUTD-002,Sleeping Bag,10.0,12.405147276647464,
2024-08-04,BOOK-003,Self-Help Guide,14.0,14.246809602915116,
2024-08-04,PCAR-002,Razor 5-Blade,5.0,13.602704418952833,
2024-08-04,DIY0-001,Power Drill,18.0,13.097462879783697,
2024-08-04,OFFC-002,Ballpoint Pens 10pk,11.0,13.718704695761392,
2024-08-04,GRDN-002,Plant Pots Set,11.0,12.576979489002255,
2024-08-04,AUTO-003,Car Seat Organiser,24.0,13.94268722104821,
2024-08-04,APPL-002,Microwave Oven 20L,13.0,14.431256703533164,
2024-08-04,DIY0-002,Sandpaper Pack,14.0,13.925645448233404,
2024-08-04,PCAR-001,Electric Toothbrush,8.0,13.378473333070286,
2024-08-04,CLTH-003,Formal Trousers,13.0,10.83148503778575,
2024-08-04,BABY-002,Nappy Pack 40,13.0,13.579494314797596,
2024-08-04,MOVI-003,Popcorn Maker,8.0,13.5552428585322,
2024-08-04,PETS-002,Cat Litter 5kg,15.0,13.122446403179822,
2024-08-04,OFFC-003,Desk Organiser,18.0,14.103776818420414,
2024-08-04,MOVI-001,Action DVD Pack,23.0,13.26659774252949,
2024-08-04,ELEC-002,USB-C Hub 7-Port,12.0,8.65286222111899,
2024-08-04,AUTO-001,Dash Cam HD,12.0,12.942962594651402,
2024-08-04,PETS-003,Pet Collar,12.0,14.407188114767832,
2024-08-04,GROC-001,Ground Coffee 500g,27.0,19.91777738577941,
2024-08-05,OUTD-001,Camping Tent 2P,19.0,13.67462539642472,
2024-08-05,BEAU-001,Face Moisturiser,20.0,14.818240745708206,
2024-08-05,BABY-002,Nappy Pack 40,20.0,12.945018830445592,
2024-08-05,ELEC-001,Bluetooth Speaker,12.0,8.199904962568299,
2024-08-05,APPL-002,Microwave Oven 20L,13.0,13.89773152585672,
2024-08-05,OUTD-003,Hiking Socks 3-Pack,18.0,13.969176571884484,
2024-08-05,SOFT-002,Office Suite,3.0,13.49270150179315,
2024-08-05,HLTH-001,Vitamin C 60 Tablets,14.0,14.042344775998313,
2024-08-05,FURN-001,Office Chair,24.0,13.552307377688944,
2024-08-05,JWLY-001,Silver Necklace,19.0,13.588242996454746,
2024-08-05,HLTH-003,First Aid Kit,13.0,12.855145915992406,
2024-08-05,SOFT-003,VPN Subscription,18.0,13.41721450253752,
2024-08-05,APPL-003,Hand Blender,9.0,13.567966760224117,
2024-08-05,AUTO-002,Tyre Inflator,11.0,13.357784146144276,
2024-08-05,SPRT-001,Yoga Mat,15.0,13.771020444769691,
2024-08-05,SPRT-003,Resistance Bands,15.0,14.172816017258556,
2024-08-05,GROC-001,Ground Coffee 500g,18.0,19.5563388202152,
2024-08-05,PCAR-001,Electric Toothbrush,12.0,13.69435759169084,
2024-08-05,OUTD-002,Sleeping Bag,17.0,13.663267090018005,
2024-08-05,DIY0-001,Power Drill,9.0,13.357758124981974,
2024-08-05,BOOK-003,Self-Help Guide,14.0,14.35904296215595,
2024-08-05,BABY-003,Baby Wipes 80ct,23.0,13.359372663635115,
2024-08-05,HOMK-001,Non-stick Pan 28cm,9.0,13.3299383159099,
2024-08-05,FURN-002,Bookshelf 5-Tier,10.0,13.763373009964155,
2024-08-05,MUSC-001,Acoustic Guitar,13.0,14.03037811309054,
2024-08-05,MOVI-001,Action DVD Pack,7.0,13.969366075817844,
2024-08-05,SPRT-002,Dumbbell Pair 5kg,33.0,13.753642776318184,
2024-08-05,HOMK-003,Cutting Board,6.0,14.076793564401122,
2024-08-05,AUTO-001,Dash Cam HD,4.0,13.588772257338688,
2024-08-05,CLTH-001,Denim Jacket,20.0,10.506467853434224,
2024-08-05,CLTH-002,Cotton T-Shirt,17.0,11.129236847322815,
2024-08-05,BEAU-003,Hair Serum 100ml,10.0,14.69073752456334,
2024-08-05,BEAU-002,Lipstick Set,16.0,14.717579939183407,
2024-08-05,PETS-002,Cat Litter 5kg,7.0,14.052292092937565,
2024-08-05,DIY0-003,Adhesive Tape Pack,16.0,13.321009605642429,
2024-08-05,AUTO-003,Car Seat Organiser,22.0,13.332862701728942,
2024-08-05,GROC-003,Pasta 500g,12.0,20.69772530890139,
2024-08-05,APPL-001,Air Fryer 5L,13.0,14.25540977685412,
2024-08-05,TOYS-003,Jigsaw Puzzle 500pc,6.0,14.064637658905704,
2024-08-05,HLTH-002,Digital Thermometer,11.0,13.776964934480812,
2024-08-05,GRDN-002,Plant Pots Set,24.0,13.25348027976918,
2024-08-05,OFFC-001,A4 Paper Ream,13.0,12.79899510313551,
2024-08-05,BOOK-001,Fiction Novel,11.0,13.431150783837126,
2024-08-05,CLTH-003,Formal Trousers,24.0,10.879018470815792,
2024-08-05,MUSC-003,Digital Piano,14.0,14.0442010663626,
2024-08-05,PETS-001,Dry Dog Food 2kg,10.0,13.959882367466026,
2024-08-05,GRDN-001,Garden Hose 20m,12.0,14.037498898956269,
2024-08-05,GRDN-003,Pruning Shears,7.0,12.519250830266026,
2024-08-05,OFFC-002,Ballpoint Pens 10pk,16.0,14.327559852457323,
2024-08-05,FURN-003,Bedside Table,16.0,13.825165005472964,
2024-08-05,DIY0-002,Sandpaper Pack,22.0,14.079982968273471,
2024-08-05,PCAR-002,Razor 5-Blade,24.0,14.385183181491035,
2024-08-05,TOYS-002,Remote Control Car,14.0,15.051909613439085,
2024-08-05,OFFC-003,Desk Organiser,16.0,14.35223801901616,
2024-08-05,GROC-002,Cooking Oil 1L,21.0,19.16727409468834,
2024-08-05,MUSC-002,DJ Headphones,19.0,14.36720837559575,
2024-08-05,MOVI-002,Streaming Voucher,14.0,14.608917951170785,
2024-08-05,MOVI-003,Popcorn Maker,20.0,13.786147356781324,
2024-08-05,BABY-001,Baby Monitor,17.0,13.694426630293975,
2024-08-05,TOOL-001,Screwdriver Set,10.0,14.814251867491125,
2024-08-05,JWLY-002,Gold Earrings,22.0,13.029984131846708,
2024-08-05,PETS-003,Pet Collar,17.0,13.94419467111351,
2024-08-05,ELEC-002,USB-C Hub 7-Port,10.0,8.556498570946566,
2024-08-05,TOOL-003,Adjustable Wrench,7.0,13.502256283719676,
2024-08-05,TOYS-001,Building Blocks Set,23.0,14.927722065028927,
2024-08-05,HOMK-002,Knife Set 5pc,11.0,12.806272547305856,
2024-08-05,JWLY-003,Pearl Bracelet,13.0,15.1623453275554,
2024-08-05,ELEC-003,Wireless Charger,3.0,8.2458581125749,
2024-08-05,PCAR-003,Shampoo 400ml,4.0,14.119441842154396,
2024-08-06,PETS-002,Cat Litter 5kg,15.0,14.527918104941586,
2024-08-06,APPL-001,Air Fryer 5L,13.0,14.293998924532728,
2024-08-06,BABY-001,Baby Monitor,9.0,13.38971367667888,
2024-08-06,BEAU-002,Lipstick Set,18.0,14.113054336825783,
2024-08-06,DIY0-002,Sandpaper Pack,10.0,14.013399368730813,
2024-08-06,DIY0-003,Adhesive Tape Pack,12.0,13.768350694279476,
2024-08-06,BEAU-003,Hair Serum 100ml,29.0,14.311467809436529,
2024-08-06,PCAR-003,Shampoo 400ml,5.0,14.025048866502289,
2024-08-06,AUTO-003,Car Seat Organiser,5.0,13.45674722857473,
2024-08-06,AUTO-002,Tyre Inflator,19.0,14.178146415864148,
2024-08-06,HOMK-003,Cutting Board,17.0,14.038708807888897,
2024-08-06,APPL-002,Microwave Oven 20L,18.0,14.27057276445045,
2024-08-06,OFFC-002,Ballpoint Pens 10pk,22.0,13.894203021299344,
2024-08-06,OFFC-003,Desk Organiser,21.0,14.81936669577346,
2024-08-06,BABY-003,Baby Wipes 80ct,11.0,14.371577504940126,
2024-08-06,HOMK-001,Non-stick Pan 28cm,20.0,14.207538281190944,
2024-08-06,JWLY-002,Gold Earrings,13.0,13.743303173104897,
2024-08-06,MUSC-001,Acoustic Guitar,12.0,13.52914143088674,
2024-08-06,FURN-002,Bookshelf 5-Tier,17.0,14.272256562726769,
2024-08-06,TOYS-001,Building Blocks Set,11.0,13.260729976581633,
2024-08-06,ELEC-002,USB-C Hub 7-Port,15.0,8.082182861455319,
2024-08-06,MOVI-001,Action DVD Pack,11.0,13.379523392236756,
2024-08-06,TOOL-001,Screwdriver Set,8.0,13.854304525520638,
2024-08-06,SPRT-002,Dumbbell Pair 5kg,8.0,13.67055025062414,
2024-08-06,TOYS-002,Remote Control Car,4.0,14.202935784945508,
2024-08-06,BOOK-003,Self-Help Guide,5.0,13.643230655017412,
2024-08-06,GRDN-003,Pruning Shears,16.0,13.576055402972614,
2024-08-06,CLTH-001,Denim Jacket,6.0,10.945297510367642,
2024-08-06,CLTH-002,Cotton T-Shirt,8.0,11.09291583355657,
2024-08-06,MOVI-003,Popcorn Maker,17.0,14.643670554958984,
2024-08-06,GROC-003,Pasta 500g,20.0,18.896205304329044,
2024-08-06,OUTD-002,Sleeping Bag,4.0,13.254837341895644,
2024-08-06,GRDN-001,Garden Hose 20m,9.0,13.61828221248734,
2024-08-06,AUTO-001,Dash Cam HD,11.0,13.198840373090766,
2024-08-06,HLTH-002,Digital Thermometer,6.0,14.427357451026497,
2024-08-06,SOFT-003,VPN Subscription,29.0,12.873122923579224,
2024-08-06,FURN-003,Bedside Table,14.0,12.744595158118557,
2024-08-06,JWLY-003,Pearl Bracelet,25.0,14.571782475463309,
2024-08-06,MUSC-003,Digital Piano,20.0,13.417097234296786,
2024-08-06,PETS-001,Dry Dog Food 2kg,4.0,13.466424914644977,
2024-08-06,SPRT-003,Resistance Bands,12.0,13.658486606661498,
2024-08-06,FURN-001,Office Chair,7.0,15.083688683745926,
2024-08-06,BABY-002,Nappy Pack 40,5.0,13.45259004508854,
2024-08-06,APPL-003,Hand Blender,8.0,14.348840749258953,
2024-08-06,SPRT-001,Yoga Mat,8.0,13.20929510001486,
2024-08-06,GRDN-002,Plant Pots Set,18.0,13.415229215105995,
2024-08-06,OUTD-003,Hiking Socks 3-Pack,17.0,13.590245506815243,
2024-08-06,HLTH-003,First Aid Kit,8.0,14.00897884888396,
2024-08-06,TOOL-003,Adjustable Wrench,10.0,13.978392235254798,
2024-08-06,GROC-001,Ground Coffee 500g,10.0,19.235089006883832,
2024-08-06,PCAR-001,Electric Toothbrush,11.0,13.675624565209048,
2024-08-06,OUTD-001,Camping Tent 2P,16.0,13.9222015719347,
2024-08-06,JWLY-001,Silver Necklace,8.0,13.665458422988117,
2024-08-06,CLTH-003,Formal Trousers,3.0,11.22084079420296,
2024-08-06,HLTH-001,Vitamin C 60 Tablets,10.0,14.082882762144468,
2024-08-06,SOFT-002,Office Suite,15.0,13.340267595713234,
2024-08-06,MUSC-002,DJ Headphones,17.0,13.546544140293632,
2024-08-06,DIY0-001,Power Drill,17.0,13.184964945699845,
2024-08-06,PETS-003,Pet Collar,21.0,14.154607847275978,
2024-08-06,OFFC-001,A4 Paper Ream,5.0,13.218194665336366,
2024-08-06,PCAR-002,Razor 5-Blade,11.0,14.158582667359278,
2024-08-06,TOYS-003,Jigsaw Puzzle 500pc,12.0,14.218857948598544,
2024-08-06,BOOK-001,Fiction Novel,10.0,14.154474835377965,
2024-08-06,GROC-002,Cooking Oil 1L,29.0,19.142045517615024,
2024-08-06,BEAU-001,Face Moisturiser,21.0,14.389541579632386,
2024-08-06,ELEC-001,Bluetooth Speaker,5.0,8.035970489184022,
2024-08-06,ELEC-003,Wireless Charger,4.0,8.29671909194156,
2024-08-06,HOMK-002,Knife Set 5pc,15.0,13.082522728772542,
2024-08-06,MOVI-002,Streaming Voucher,13.0,14.228361637384372,
2024-08-07,CLTH-002,Cotton T-Shirt,21.0,11.313737229418605,
2024-08-07,AUTO-001,Dash Cam HD,32.0,12.057577163634836,
2024-08-07,HLTH-001,Vitamin C 60 Tablets,7.0,13.323090278745845,
2024-08-07,SOFT-003,VPN Subscription,33.0,13.998968161582642,
2024-08-07,FURN-001,Office Chair,13.0,14.234219368959195,
2024-08-07,BABY-003,Baby Wipes 80ct,16.0,13.48357520942436,
2024-08-07,APPL-001,Air Fryer 5L,20.0,14.007928045883869,
2024-08-07,OFFC-003,Desk Organiser,4.0,14.515048069740915,
2024-08-07,APPL-002,Microwave Oven 20L,19.0,14.148253145305857,
2024-08-07,OUTD-003,Hiking Socks 3-Pack,19.0,13.201776884025286,
2024-08-07,MOVI-002,Streaming Voucher,20.0,15.047833534925369,
2024-08-07,TOYS-003,Jigsaw Puzzle 500pc,9.0,14.087073261306944,
2024-08-07,SPRT-001,Yoga Mat,18.0,13.790923714570836,
2024-08-07,TOYS-002,Remote Control Car,9.0,14.565364180388144,
2024-08-07,AUTO-002,Tyre Inflator,20.0,13.377628702736398,
2024-08-07,GRDN-001,Garden Hose 20m,11.0,14.44721888068555,
2024-08-07,OFFC-002,Ballpoint Pens 10pk,23.0,14.095629470211172,
2024-08-07,ELEC-003,Wireless Charger,7.0,8.1416587929333,
2024-08-07,MUSC-002,DJ Headphones,11.0,13.928533387135506,
2024-08-07,JWLY-003,Pearl Bracelet,7.0,14.285975971286655,
2024-08-07,MOVI-003,Popcorn Maker,9.0,14.047321780895274,
2024-08-07,TOOL-001,Screwdriver Set,3.0,13.313388801948689,
2024-08-07,OUTD-001,Camping Tent 2P,14.0,13.389081801748036,
2024-08-07,GRDN-003,Pruning Shears,18.0,13.690421203040817,
2024-08-07,DIY0-003,Adhesive Tape Pack,22.0,13.689410649180036,
2024-08-07,BEAU-002,Lipstick Set,17.0,13.84315944364493,
2024-08-07,CLTH-003,Formal Trousers,13.0,11.904260302096588,
2024-08-07,BOOK-003,Self-Help Guide,16.0,13.79624591265874,
2024-08-07,GROC-001,Ground Coffee 500g,31.0,19.44726704598613,
2024-08-07,GRDN-002,Plant Pots Set,16.0,13.253483321321667,
2024-08-07,BABY-002,Nappy Pack 40,15.0,13.706072745006052,
2024-08-07,GROC-002,Cooking Oil 1L,12.0,20.35487861201541,
2024-08-07,MUSC-001,Acoustic Guitar,8.0,13.570790152727186,
2024-08-07,OFFC-001,A4 Paper Ream,12.0,13.408903783703064,
2024-08-07,PETS-002,Cat Litter 5kg,5.0,13.481884451562069,
2024-08-07,MOVI-001,Action DVD Pack,18.0,13.65603534706281,
2024-08-07,BEAU-001,Face Moisturiser,28.0,14.284657713077436,
2024-08-07,FURN-002,Bookshelf 5-Tier,18.0,13.8212140938205,
2024-08-07,OUTD-002,Sleeping Bag,8.0,13.503995701367444,
2024-08-07,PCAR-002,Razor 5-Blade,24.0,14.179781636024142,
2024-08-07,AUTO-003,Car Seat Organiser,15.0,14.408858629282776,
2024-08-07,BABY-001,Baby Monitor,16.0,13.884932482397716,
2024-08-07,MUSC-003,Digital Piano,11.0,13.735827589311246,
2024-08-07,PETS-003,Pet Collar,24.0,15.062911034311856,
2024-08-07,APPL-003,Hand Blender,9.0,13.83708010500151,
2024-08-07,TOYS-001,Building Blocks Set,12.0,14.146716273464143,
2024-08-07,ELEC-002,USB-C Hub 7-Port,6.0,7.626914573901443,
2024-08-07,PCAR-001,Electric Toothbrush,14.0,14.54086845629857,
2024-08-07,FURN-003,Bedside Table,16.0,13.298119387855316,
2024-08-07,JWLY-001,Silver Necklace,5.0,13.876003651766682,
2024-08-07,BEAU-003,Hair Serum 100ml,10.0,13.913148665948288,
2024-08-07,GROC-003,Pasta 500g,27.0,19.978323262760263,
2024-08-07,ELEC-001,Bluetooth Speaker,9.0,8.28562846978375,
2024-08-07,HOMK-002,Knife Set 5pc,9.0,12.777829671338669,
2024-08-07,HLTH-002,Digital Thermometer,12.0,13.659047880003332,
2024-08-07,BOOK-001,Fiction Novel,14.0,14.468951807135266,
2024-08-07,JWLY-002,Gold Earrings,19.0,13.305941783139598,
2024-08-07,SOFT-002,Office Suite,10.0,13.597353929966095,
2024-08-07,SPRT-003,Resistance Bands,18.0,13.811474408312742,
2024-08-07,DIY0-002,Sandpaper Pack,14.0,13.975380457025368,
2024-08-07,DIY0-001,Power Drill,22.0,13.553140562856443,
2024-08-07,CLTH-001,Denim Jacket,11.0,11.346021930305293,
2024-08-07,PETS-001,Dry Dog Food 2kg,20.0,13.51626245947429,
2024-08-07,TOOL-003,Adjustable Wrench,12.0,13.349808643489965,
2024-08-07,PCAR-003,Shampoo 400ml,11.0,14.360067596296757,
2024-08-07,HOMK-003,Cutting Board,4.0,13.857755682613575,
2024-08-07,SPRT-002,Dumbbell Pair 5kg,11.0,12.920796610724508,
2024-08-07,HOMK-001,Non-stick Pan 28cm,15.0,13.61700969007755,
2024-08-07,HLTH-003,First Aid Kit,20.0,13.535052170136638,
2024-08-08,BEAU-001,Face Moisturiser,20.0,14.391139274556313,
2024-08-08,APPL-003,Hand Blender,16.0,13.841688589835782,
2024-08-08,SOFT-002,Office Suite,5.0,13.321177753243743,
2024-08-08,SOFT-003,VPN Subscription,12.0,13.599378437533655,
2024-08-08,DIY0-003,Adhesive Tape Pack,11.0,13.832347660183515,
2024-08-08,MUSC-003,Digital Piano,4.0,12.9540732138193,
2024-08-08,DIY0-001,Power Drill,8.0,13.388711052165275,
2024-08-08,HOMK-003,Cutting Board,16.0,13.968508453060377,
2024-08-08,PCAR-001,Electric Toothbrush,11.0,14.042729864111813,
2024-08-08,AUTO-002,Tyre Inflator,13.0,14.333857472637003,
2024-08-08,OFFC-001,A4 Paper Ream,10.0,13.976907940363713,
2024-08-08,PCAR-002,Razor 5-Blade,20.0,13.910328655241532,
2024-08-08,MUSC-001,Acoustic Guitar,22.0,13.882009362397628,
2024-08-08,DIY0-002,Sandpaper Pack,28.0,14.59290804982558,
2024-08-08,BOOK-003,Self-Help Guide,15.0,13.617655577711776,
2024-08-08,APPL-002,Microwave Oven 20L,17.0,14.194711654143116,
2024-08-08,OUTD-001,Camping Tent 2P,2.0,13.705545591585746,
2024-08-08,GRDN-001,Garden Hose 20m,21.0,13.783586147752612,
2024-08-08,GROC-002,Cooking Oil 1L,13.0,20.014634264758968,
2024-08-08,BEAU-002,Lipstick Set,11.0,14.230633652173832,
2024-08-08,PCAR-003,Shampoo 400ml,12.0,14.43731310480752,
2024-08-08,JWLY-002,Gold Earrings,9.0,13.385291672118464,
2024-08-08,OUTD-002,Sleeping Bag,21.0,12.958885907149678,
2024-08-08,JWLY-003,Pearl Bracelet,17.0,14.88058858195329,
2024-08-08,ELEC-003,Wireless Charger,6.0,8.27944622860566,
2024-08-08,HOMK-002,Knife Set 5pc,15.0,13.129600873478209,
2024-08-08,OUTD-003,Hiking Socks 3-Pack,4.0,13.44273709783586,
2024-08-08,MOVI-002,Streaming Voucher,20.0,14.633327832749416,
2024-08-08,SPRT-001,Yoga Mat,12.0,13.756909162068403,
2024-08-08,PETS-001,Dry Dog Food 2kg,7.0,13.26833095282746,
2024-08-08,TOOL-003,Adjustable Wrench,23.0,13.571836172915198,
2024-08-08,HLTH-003,First Aid Kit,6.0,14.31764726142335,
2024-08-08,SPRT-003,Resistance Bands,19.0,15.019466408841712,
2024-08-08,MUSC-002,DJ Headphones,7.0,14.0971580757464,
2024-08-08,TOYS-003,Jigsaw Puzzle 500pc,4.0,14.221094551079055,
2024-08-08,BOOK-001,Fiction Novel,12.0,14.3455763654422,
2024-08-08,HLTH-002,Digital Thermometer,15.0,14.653492621402844,
2024-08-08,ELEC-001,Bluetooth Speaker,3.0,8.581481496990511,
2024-08-08,BEAU-003,Hair Serum 100ml,27.0,15.353390938605813,
2024-08-08,OFFC-002,Ballpoint Pens 10pk,13.0,13.156256546151411,
2024-08-08,CLTH-001,Denim Jacket,6.0,10.9997952985506,
2024-08-08,SPRT-002,Dumbbell Pair 5kg,21.0,13.33181894999051,
2024-08-08,BABY-003,Baby Wipes 80ct,16.0,13.594886125032282,
2024-08-08,HOMK-001,Non-stick Pan 28cm,10.0,13.840857666048704,
2024-08-08,JWLY-001,Silver Necklace,11.0,14.151097192019703,
2024-08-08,FURN-003,Bedside Table,22.0,14.344663319893789,
2024-08-08,GROC-003,Pasta 500g,17.0,18.75367489334145,
2024-08-08,TOOL-001,Screwdriver Set,39.0,14.4569729386133,
2024-08-08,PETS-003,Pet Collar,12.0,13.70084618995841,
2024-08-08,TOYS-001,Building Blocks Set,9.0,13.664414235630192,
2024-08-08,BABY-001,Baby Monitor,11.0,13.19954459238999,
2024-08-08,HLTH-001,Vitamin C 60 Tablets,12.0,14.39161703837179,
2024-08-08,AUTO-001,Dash Cam HD,9.0,13.56202332042774,
2024-08-08,AUTO-003,Car Seat Organiser,24.0,13.880155026856473,
2024-08-08,FURN-002,Bookshelf 5-Tier,8.0,13.706493193689331,
2024-08-08,CLTH-002,Cotton T-Shirt,8.0,10.494868650451156,
2024-08-08,MOVI-001,Action DVD Pack,15.0,13.0546566850798,
2024-08-08,MOVI-003,Popcorn Maker,12.0,14.208638779502106,
2024-08-08,GRDN-003,Pruning Shears,18.0,13.464371197952428,
2024-08-08,PETS-002,Cat Litter 5kg,16.0,13.703532358779336,
2024-08-08,APPL-001,Air Fryer 5L,21.0,13.096356035722696,
2024-08-08,ELEC-002,USB-C Hub 7-Port,9.0,8.44661633727199,
2024-08-08,BABY-002,Nappy Pack 40,19.0,13.728147206575276,
2024-08-08,TOYS-002,Remote Control Car,17.0,13.641306993486984,
2024-08-08,GROC-001,Ground Coffee 500g,8.0,19.451799141172632,
2024-08-08,GRDN-002,Plant Pots Set,2.0,12.576202580152472,
2024-08-08,CLTH-003,Formal Trousers,7.0,10.951628125046913,
2024-08-08,OFFC-003,Desk Organiser,24.0,14.3376799659829,
2024-08-08,FURN-001,Office Chair,2.0,14.6600651013705,
2024-08-09,OFFC-002,Ballpoint Pens 10pk,14.0,14.55555113763123,
2024-08-09,JWLY-002,Gold Earrings,7.0,13.711838190609129,
2024-08-09,MOVI-001,Action DVD Pack,11.0,13.141587493884405,
2024-08-09,ELEC-002,USB-C Hub 7-Port,7.0,8.371555783850289,
2024-08-09,APPL-001,Air Fryer 5L,14.0,13.472723660278607,
2024-08-09,TOYS-002,Remote Control Car,6.0,14.334541641280778,
2024-08-09,OUTD-003,Hiking Socks 3-Pack,14.0,13.493461768191349,
2024-08-09,CLTH-002,Cotton T-Shirt,11.0,10.67932961922373,
2024-08-09,SPRT-002,Dumbbell Pair 5kg,12.0,13.93059375905117,
2024-08-09,BEAU-003,Hair Serum 100ml,8.0,13.44152851908974,
2024-08-09,HLTH-002,Digital Thermometer,6.0,13.310685442543493,
2024-08-09,SPRT-003,Resistance Bands,14.0,14.067284468777302,
2024-08-09,HOMK-002,Knife Set 5pc,13.0,13.648884834389412,
2024-08-09,MUSC-002,DJ Headphones,12.0,13.789083758843706,
2024-08-09,GROC-003,Pasta 500g,10.0,18.85319881881657,
2024-08-09,GRDN-003,Pruning Shears,17.0,14.012331067228075,
2024-08-09,BABY-002,Nappy Pack 40,20.0,14.49794745803482,
2024-08-09,AUTO-002,Tyre Inflator,30.0,14.728890673806076,
2024-08-09,PETS-002,Cat Litter 5kg,11.0,14.26068950439318,
2024-08-09,OUTD-002,Sleeping Bag,15.0,13.739523939609164,
2024-08-09,TOYS-001,Building Blocks Set,7.0,13.991476060199703,
2024-08-09,SOFT-003,VPN Subscription,11.0,13.51249730793573,
2024-08-09,FURN-003,Bedside Table,17.0,12.745292127910483,
2024-08-09,GRDN-001,Garden Hose 20m,15.0,14.303030353218173,
2024-08-09,SPRT-001,Yoga Mat,8.0,13.757328886758287,
2024-08-09,AUTO-001,Dash Cam HD,12.0,12.217865211509505,
2024-08-09,TOYS-003,Jigsaw Puzzle 500pc,4.0,14.059121301922875,
2024-08-09,HLTH-003,First Aid Kit,11.0,13.493175688103058,
2024-08-09,MOVI-003,Popcorn Maker,12.0,14.31646235058372,
2024-08-09,GRDN-002,Plant Pots Set,13.0,12.8067445940835,
2024-08-09,PETS-003,Pet Collar,13.0,14.337754940289877,
2024-08-09,MUSC-001,Acoustic Guitar,7.0,13.202819470272496,
2024-08-09,PCAR-001,Electric Toothbrush,14.0,13.956663904432716,
2024-08-09,PCAR-002,Razor 5-Blade,8.0,13.806616812673372,
2024-08-09,DIY0-003,Adhesive Tape Pack,16.0,12.820005691045658,
2024-08-09,GROC-002,Cooking Oil 1L,10.0,19.450661409017115,
2024-08-09,BEAU-002,Lipstick Set,19.0,14.11702230809351,
2024-08-09,BOOK-003,Self-Help Guide,20.0,14.061402759309017,
2024-08-09,BABY-001,Baby Monitor,8.0,12.978426751923209,
2024-08-09,CLTH-003,Formal Trousers,13.0,11.03806882389108,
2024-08-09,HOMK-001,Non-stick Pan 28cm,3.0,13.66819082408126,
2024-08-09,ELEC-001,Bluetooth Speaker,8.0,8.124576185730145,
2024-08-09,MOVI-002,Streaming Voucher,21.0,13.61446659954482,
2024-08-09,MUSC-003,Digital Piano,10.0,13.65430864170475,
2024-08-09,FURN-001,Office Chair,16.0,13.965989116347266,
2024-08-09,FURN-002,Bookshelf 5-Tier,19.0,14.288740945087246,
2024-08-09,TOOL-001,Screwdriver Set,9.0,14.122373384729494,
2024-08-09,TOOL-003,Adjustable Wrench,14.0,13.956407848604591,
2024-08-09,GROC-001,Ground Coffee 500g,31.0,20.06038051605153,
2024-08-09,JWLY-001,Silver Necklace,16.0,14.40212014079961,
2024-08-09,AUTO-003,Car Seat Organiser,15.0,13.390103398122768,
2024-08-09,JWLY-003,Pearl Bracelet,19.0,14.64011201465178,
2024-08-09,BOOK-001,Fiction Novel,26.0,14.91268064568759,
2024-08-09,APPL-003,Hand Blender,25.0,14.668523356279566,
2024-08-09,CLTH-001,Denim Jacket,7.0,10.452102812835529,
2024-08-09,OFFC-001,A4 Paper Ream,34.0,13.352435358085106,
2024-08-09,ELEC-003,Wireless Charger,6.0,8.439316055032476,
2024-08-09,OUTD-001,Camping Tent 2P,7.0,13.330696909382324,
2024-08-09,DIY0-002,Sandpaper Pack,5.0,14.0161567357547,
2024-08-09,HLTH-001,Vitamin C 60 Tablets,27.0,14.82689003436695,
2024-08-09,PETS-001,Dry Dog Food 2kg,24.0,14.213502512290388,
2024-08-09,OFFC-003,Desk Organiser,11.0,14.030429363575568,
2024-08-09,BEAU-001,Face Moisturiser,17.0,13.852545440276405,
2024-08-09,PCAR-003,Shampoo 400ml,7.0,13.233995896528953,
2024-08-09,APPL-002,Microwave Oven 20L,13.0,14.003905223776272,
2024-08-09,BABY-003,Baby Wipes 80ct,16.0,13.855186568906062,
2024-08-09,SOFT-002,Office Suite,7.0,13.330737977203269,
2024-08-09,HOMK-003,Cutting Board,8.0,13.843516170772142,
2024-08-09,DIY0-001,Power Drill,8.0,13.380038205767084,
2024-08-10,CLTH-001,Denim Jacket,8.0,11.424270744496594,
2024-08-10,BOOK-001,Fiction Novel,17.0,14.385397585507189,
2024-08-10,MUSC-001,Acoustic Guitar,20.0,13.82180896523709,
