Date,SKU,SKU_Name,Demand,Forecast_Demand
2024-08-14,OFFC-002,Ballpoint Pens 10pk,8.0,13.95611476589828
2024-08-15,BEAU-001,Face Moisturiser,17.0,14.0387751477813
2024-08-15,GRDN-002,Plant Pots Set,12.0,12.59678686768137
2024-08-15,OUTD-003,Hiking Socks 3-Pack,16.0,13.780213750606311
2024-08-15,CLTH-001,Denim Jacket,22.0,11.172203157158709
2024-08-15,SPRT-003,Resistance Bands,18.0,14.47440336966116
2024-08-15,JWLY-001,Silver Necklace,15.0,14.053224246183692
2024-08-15,AUTO-003,Car Seat Organiser,9.0,13.761721182270191
2024-08-15,SOFT-002,Office Suite,20.0,13.617264324945555
2024-08-15,CLTH-002,Cotton T-Shirt,14.0,10.808963562331549
2024-08-15,PCAR-001,Electric Toothbrush,7.0,13.812088636818263
2024-08-15,HLTH-001,Vitamin C 60 Tablets,15.0,14.216110155057835
2024-08-15,HLTH-002,Digital Thermometer,23.0,14.08856459890519
2024-08-15,PETS-003,Pet Collar,4.0,13.761550309851698
2024-08-15,MUSC-003,Digital Piano,7.0,13.549641029564606
2024-08-15,TOOL-001,Screwdriver Set,22.0,14.580347532540902
2024-08-15,GROC-001,Ground Coffee 500g,12.0,19.362486701966358
2024-08-15,DIY0-003,Adhesive Tape Pack,11.0,13.810267878366876
2024-08-15,BOOK-002,Academic Textbook,2.0,14.480378320080504
2024-08-15,BEAU-003,Hair Serum 100ml,28.0,15.471033642906242
2024-08-15,SPRT-002,Dumbbell Pair 5kg,20.0,13.325577441651085
2024-08-15,HOMK-002,Knife Set 5pc,24.0,13.157033393141376
2024-08-15,MUSC-001,Acoustic Guitar,18.0,14.39897125447874
2024-08-15,FURN-002,Bookshelf 5-Tier,7.0,13.540389252310076
2024-08-15,APPL-003,Hand Blender,16.0,13.90638907411404
2024-08-15,BABY-001,Baby Monitor,11.0,13.742642137576173
2024-08-15,CLTH-003,Formal Trousers,3.0,10.731517628267438
2024-08-15,BOOK-001,Fiction Novel,37.0,15.019143924287183
2024-08-15,BOOK-003,Self-Help Guide,25.0,13.63115814030956
2024-08-15,OFFC-002,Ballpoint Pens 10pk,8.0,13.394762789264496
2024-08-15,BEAU-002,Lipstick Set,19.0,13.972933361031249
2024-08-15,OFFC-001,A4 Paper Ream,7.0,14.124562183472364
2024-08-15,SOFT-003,VPN Subscription,10.0,14.081484053923417
2024-08-15,ELEC-001,Bluetooth Speaker,12.0,8.343579506422834
2024-08-15,GROC-002,Cooking Oil 1L,7.0,20.44145090910033
2024-08-15,HOMK-003,Cutting Board,12.0,14.525183237355918
2024-08-15,PCAR-003,Shampoo 400ml,17.0,13.95282393743988
2024-08-15,OUTD-001,Camping Tent 2P,7.0,13.73325502805274
2024-08-15,HOMK-001,Non-stick Pan 28cm,4.0,13.49073351967232
2024-08-15,MOVI-002,Streaming Voucher,18.0,14.124247656350104
2024-08-15,JWLY-002,Gold Earrings,10.0,13.381729777185106
2024-08-15,PCAR-002,Razor 5-Blade,6.0,14.049323484875655
2024-08-15,DIY0-002,Sandpaper Pack,19.0,15.032771913134482
2024-08-15,SPRT-001,Yoga Mat,9.0,13.749027019505093
2024-08-15,SOFT-001,Antivirus 1-Year,17.0,12.877466656155352
2024-08-15,DIY0-001,Power Drill,20.0,13.361399886725003
2024-08-15,GRDN-001,Garden Hose 20m,11.0,13.889776258400204
2024-08-15,TOYS-002,Remote Control Car,22.0,13.697510013756172
2024-08-15,JWLY-003,Pearl Bracelet,20.0,15.342087935102809
2024-08-15,MUSC-002,DJ Headphones,15.0,14.05538089862176
2024-08-15,BABY-003,Baby Wipes 80ct,6.0,13.377781064895949
2024-08-15,FURN-003,Bedside Table,19.0,14.451009541274924
2024-08-15,HLTH-003,First Aid Kit,18.0,14.374850593534552
2024-08-15,OFFC-003,Desk Organiser,14.0,14.144278918365773
2024-08-15,ELEC-002,USB-C Hub 7-Port,4.0,8.605885114034145
2024-08-15,GROC-003,Pasta 500g,17.0,18.985498970991017
2024-08-15,APPL-002,Microwave Oven 20L,10.0,14.276185746455145
2024-08-15,PETS-002,Cat Litter 5kg,9.0,14.30315671288739
2024-08-15,APPL-001,Air Fryer 5L,10.0,13.37866043513046
2024-08-15,TOOL-003,Adjustable Wrench,2.0,13.490278294219433
2024-08-15,TOOL-002,Hammer 500g,15.0,13.04886172084645
2024-08-15,AUTO-001,Dash Cam HD,8.0,13.629443872315957
2024-08-15,BABY-002,Nappy Pack 40,12.0,13.543184671382477
2024-08-15,TOYS-001,Building Blocks Set,10.0,13.489592186524828
2024-08-15,FURN-001,Office Chair,8.0,15.219535127997624
2024-08-15,TOYS-003,Jigsaw Puzzle 500pc,17.0,14.536024640782191
2024-08-15,GRDN-003,Pruning Shears,2.0,13.43314642432802
2024-08-15,MOVI-003,Popcorn Maker,23.0,14.486053892103026
2024-08-15,PETS-001,Dry Dog Food 2kg,14.0,13.439760249249904
2024-08-15,AUTO-002,Tyre Inflator,13.0,14.207300788249745
2024-08-15,MOVI-001,Action DVD Pack,13.0,13.165648132418442
2024-08-15,ELEC-003,Wireless Charger,4.0,8.239717403424299
2024-08-15,OUTD-002,Sleeping Bag,18.0,12.97369502838914
2024-08-16,BOOK-001,Fiction Novel,9.0,15.252711113236757
2024-08-16,BEAU-002,Lipstick Set,15.0,14.354043262096887
2024-08-16,PETS-002,Cat Litter 5kg,8.0,14.158946647505369
2024-08-16,DIY0-002,Sandpaper Pack,19.0,13.51450057793308
2024-08-16,SPRT-001,Yoga Mat,28.0,14.258656754112176
2024-08-16,ELEC-002,USB-C Hub 7-Port,14.0,8.723522427093457
2024-08-16,GRDN-001,Garden Hose 20m,21.0,14.581969737856022
2024-08-16,TOYS-003,Jigsaw Puzzle 500pc,6.0,14.200158020949043
2024-08-16,OUTD-002,Sleeping Bag,15.0,14.091574018231704
2024-08-16,TOYS-002,Remote Control Car,16.0,14.909371265274714
2024-08-16,OUTD-003,Hiking Socks 3-Pack,7.0,13.43652996806226
2024-08-16,MUSC-002,DJ Headphones,19.0,13.786153253242189
2024-08-16,OFFC-003,Desk Organiser,10.0,12.837419155344174
2024-08-16,MUSC-001,Acoustic Guitar,10.0,13.453936323175114
2024-08-16,HOMK-003,Cutting Board,17.0,13.620988758929489
2024-08-16,GRDN-003,Pruning Shears,7.0,14.20221123183346
2024-08-16,CLTH-003,Formal Trousers,7.0,11.019811051486435
2024-08-16,AUTO-001,Dash Cam HD,17.0,12.265356406143198
2024-08-16,PCAR-002,Razor 5-Blade,11.0,14.012042848478773
2024-08-16,JWLY-002,Gold Earrings,23.0,13.853141854546733
2024-08-16,PETS-001,Dry Dog Food 2kg,25.0,14.353669643180268
2024-08-16,PCAR-003,Shampoo 400ml,12.0,13.184410755251678
2024-08-16,MOVI-001,Action DVD Pack,15.0,13.68549521200683
2024-08-16,FURN-001,Office Chair,12.0,14.71068545462034
2024-08-16,ELEC-001,Bluetooth Speaker,1.0,8.23763726791988
2024-08-16,JWLY-003,Pearl Bracelet,9.0,14.505482699528985
2024-08-16,GROC-002,Cooking Oil 1L,12.0,19.722585711603507
2024-08-16,BABY-002,Nappy Pack 40,15.0,14.429049498740644
2024-08-16,OUTD-001,Camping Tent 2P,19.0,13.47374144943786
2024-08-16,OFFC-002,Ballpoint Pens 10pk,16.0,13.328951224254189
2024-08-16,OFFC-001,A4 Paper Ream,19.0,13.46143056637706
2024-08-16,HOMK-001,Non-stick Pan 28cm,8.0,13.259598423259131
2024-08-16,BOOK-003,Self-Help Guide,20.0,14.179084720684044
2024-08-16,AUTO-002,Tyre Inflator,17.0,14.526308224365472
2024-08-16,MOVI-002,Streaming Voucher,9.0,13.644238485250924
2024-08-16,DIY0-001,Power Drill,34.0,13.09238032410448
2024-08-16,TOOL-003,Adjustable Wrench,8.0,13.942525843773382
2024-08-16,SOFT-003,VPN Subscription,14.0,13.55342375783677
2024-08-16,SOFT-001,Antivirus 1-Year,35.0,13.399708161683806
2024-08-16,FURN-002,Bookshelf 5-Tier,26.0,13.93460547778901
2024-08-16,CLTH-001,Denim Jacket,10.0,10.42982214475847
2024-08-16,GROC-003,Pasta 500g,14.0,19.114181735201875
2024-08-16,HLTH-002,Digital Thermometer,13.0,13.16908340983228
2024-08-16,MUSC-003,Digital Piano,12.0,14.176771427603498
2024-08-16,BABY-001,Baby Monitor,5.0,13.02576804986882
2024-08-16,BABY-003,Baby Wipes 80ct,15.0,13.927662652623743
2024-08-16,APPL-001,Air Fryer 5L,15.0,13.91809602683929
2024-08-16,DIY0-003,Adhesive Tape Pack,6.0,13.144644736789118
2024-08-16,APPL-002,Microwave Oven 20L,6.0,13.796534326481478
2024-08-16,BOOK-002,Academic Textbook,25.0,13.789907062260871
2024-08-16,BEAU-003,Hair Serum 100ml,17.0,13.347675393968588
2024-08-16,TOOL-001,Screwdriver Set,11.0,14.235648177109
2024-08-16,MOVI-003,Popcorn Maker,9.0,14.14220741657291
2024-08-16,SPRT-002,Dumbbell Pair 5kg,19.0,14.202724553726
2024-08-16,BEAU-001,Face Moisturiser,21.0,13.952243511088716
2024-08-16,TOYS-001,Building Blocks Set,14.0,13.961553528472464
2024-08-16,PETS-003,Pet Collar,23.0,14.711898366204275
2024-08-16,GROC-001,Ground Coffee 500g,24.0,19.443733982878666
2024-08-16,PCAR-001,Electric Toothbrush,7.0,14.600871575475512
2024-08-16,CLTH-002,Cotton T-Shirt,10.0,10.896443577289435
2024-08-16,HLTH-001,Vitamin C 60 Tablets,11.0,14.438118323950096
2024-08-16,HOMK-002,Knife Set 5pc,12.0,13.581128806166026
2024-08-16,JWLY-001,Silver Necklace,34.0,14.187831664076391
2024-08-16,HLTH-003,First Aid Kit,18.0,13.645688810307927
2024-08-16,TOOL-002,Hammer 500g,16.0,14.521731657576913
2024-08-16,FURN-003,Bedside Table,11.0,12.976644399265473
2024-08-16,SPRT-003,Resistance Bands,12.0,14.244040109196048
2024-08-16,SOFT-002,Office Suite,20.0,12.501862340940106
2024-08-16,AUTO-003,Car Seat Organiser,13.0,13.43536195420264
2024-08-16,APPL-003,Hand Blender,13.0,14.08252278069242
2024-08-16,ELEC-003,Wireless Charger,9.0,8.394601476948965
2024-08-16,GRDN-002,Plant Pots Set,15.0,12.462174307581272
2024-08-17,MUSC-003,Digital Piano,12.0,14.400406430053737
2024-08-17,HOMK-002,Knife Set 5pc,3.0,13.12018864963312
2024-08-17,ELEC-001,Bluetooth Speaker,16.0,8.56449834206119
2024-08-17,FURN-003,Bedside Table,11.0,13.765124793489564
2024-08-17,SPRT-002,Dumbbell Pair 5kg,8.0,14.253272833129936
2024-08-17,MUSC-002,DJ Headphones,17.0,14.343897917820868
2024-08-17,PCAR-003,Shampoo 400ml,11.0,13.664961880139115
2024-08-17,MOVI-001,Action DVD Pack,2.0,13.935951259535978
2024-08-17,BEAU-003,Hair Serum 100ml,6.0,14.830461586514788
2024-08-17,APPL-003,Hand Blender,5.0,14.23937336137582
2024-08-17,CLTH-003,Formal Trousers,18.0,11.106243690142833
2024-08-17,SOFT-003,VPN Subscription,26.0,13.438475017750802
2024-08-17,OUTD-002,Sleeping Bag,18.0,13.502257263631702
2024-08-17,SPRT-003,Resistance Bands,11.0,14.484832762414298
2024-08-17,OFFC-001,A4 Paper Ream,12.0,13.48062183688583
2024-08-17,GRDN-003,Pruning Shears,7.0,12.694155898765429
2024-08-17,HOMK-001,Non-stick Pan 28cm,14.0,12.172662289143531
2024-08-17,BEAU-001,Face Moisturiser,14.0,14.115729647924946
2024-08-17,HLTH-001,Vitamin C 60 Tablets,8.0,14.141087083233153
2024-08-17,HOMK-003,Cutting Board,7.0,14.130502478065962
2024-08-17,TOOL-002,Hammer 500g,7.0,13.427425952490818
2024-08-17,OUTD-003,Hiking Socks 3-Pack,16.0,13.458284085438148
2024-08-17,OFFC-003,Desk Organiser,38.0,14.549674530958628
2024-08-17,TOYS-002,Remote Control Car,13.0,14.621220207437506
2024-08-17,SOFT-002,Office Suite,19.0,12.95381466659849
2024-08-17,APPL-002,Microwave Oven 20L,17.0,13.595746772906208
2024-08-17,GROC-003,Pasta 500g,26.0,21.24259577336589
2024-08-17,GRDN-001,Garden Hose 20m,6.0,13.889686131588553
2024-08-17,SPRT-001,Yoga Mat,14.0,14.008611449156207
2024-08-17,ELEC-002,USB-C Hub 7-Port,5.0,8.119967821824577
2024-08-17,BABY-002,Nappy Pack 40,23.0,13.985798776304062
2024-08-17,DIY0-002,Sandpaper Pack,7.0,14.796032471851577
2024-08-17,CLTH-002,Cotton T-Shirt,10.0,11.118589447224124
2024-08-17,APPL-001,Air Fryer 5L,10.0,13.428626966506036
2024-08-17,DIY0-001,Power Drill,11.0,12.621568011026032
2024-08-17,MOVI-002,Streaming Voucher,23.0,13.904705449003394
2024-08-17,BOOK-002,Academic Textbook,19.0,14.599205799593127
2024-08-17,HLTH-002,Digital Thermometer,40.0,13.124408587262137
2024-08-17,SOFT-001,Antivirus 1-Year,10.0,14.365798363046256
2024-08-17,CLTH-001,Denim Jacket,7.0,11.355170403778624
2024-08-17,BABY-003,Baby Wipes 80ct,10.0,13.660056642961852
2024-08-17,TOYS-001,Building Blocks Set,17.0,13.567061708450051
2024-08-17,PETS-002,Cat Litter 5kg,5.0,13.70717797901193
2024-08-17,OUTD-001,Camping Tent 2P,14.0,13.560210602214442
2024-08-17,JWLY-002,Gold Earrings,18.0,13.43293103078857
2024-08-17,BABY-001,Baby Monitor,16.0,13.821432631088893
2024-08-17,AUTO-002,Tyre Inflator,6.0,14.528045684218654
2024-08-17,GRDN-002,Plant Pots Set,12.0,13.298286075345173
2024-08-17,AUTO-003,Car Seat Organiser,4.0,15.032009340761103
2024-08-17,BOOK-003,Self-Help Guide,10.0,14.255970521252468
2024-08-17,OFFC-002,Ballpoint Pens 10pk,11.0,13.927052122362902
2024-08-17,PCAR-001,Electric Toothbrush,17.0,14.24529954955616
2024-08-17,GROC-002,Cooking Oil 1L,24.0,20.07087067375076
2024-08-17,MOVI-003,Popcorn Maker,17.0,13.798367346822792
2024-08-17,DIY0-003,Adhesive Tape Pack,20.0,12.967136442398791
2024-08-17,TOOL-003,Adjustable Wrench,17.0,13.442871558266656
2024-08-17,TOOL-001,Screwdriver Set,9.0,13.12441842530776
2024-08-17,FURN-001,Office Chair,11.0,13.931233239840092
2024-08-17,GROC-001,Ground Coffee 500g,18.0,19.66835362565757
2024-08-17,JWLY-001,Silver Necklace,11.0,14.139751722360115
2024-08-17,MUSC-001,Acoustic Guitar,14.0,13.649902360710154
2024-08-17,AUTO-001,Dash Cam HD,5.0,13.053438963616982
2024-08-17,PCAR-002,Razor 5-Blade,27.0,13.706816416910566
2024-08-17,BOOK-001,Fiction Novel,19.0,14.226819731133851
2024-08-17,TOYS-003,Jigsaw Puzzle 500pc,26.0,14.575903069653611
2024-08-17,BEAU-002,Lipstick Set,9.0,14.339000675297296
2024-08-17,HLTH-003,First Aid Kit,8.0,14.561575666968391
2024-08-17,JWLY-003,Pearl Bracelet,11.0,14.890081604615975
2024-08-17,FURN-002,Bookshelf 5-Tier,2.0,14.049977013074448
2024-08-17,PETS-001,Dry Dog Food 2kg,8.0,13.441190903995007
2024-08-17,ELEC-003,Wireless Charger,5.0,8.032294825014315
2024-08-17,PETS-003,Pet Collar,26.0,13.47706847837815
2024-08-18,PCAR-002,Razor 5-Blade,6.0,14.1097373617685
2024-08-18,ELEC-003,Wireless Charger,7.0,7.9573224274314525
2024-08-18,PCAR-001,Electric Toothbrush,10.0,13.707003277204368
2024-08-18,DIY0-003,Adhesive Tape Pack,11.0,14.943083283621766
2024-08-18,MOVI-002,Streaming Voucher,13.0,14.367124476169376
2024-08-18,FURN-001,Office Chair,19.0,13.963658860856029
2024-08-18,BABY-002,Nappy Pack 40,12.0,13.38846254519618
2024-08-18,BOOK-002,Academic Textbook,13.0,14.966269121328033
2024-08-18,SOFT-001,Antivirus 1-Year,15.0,12.784632272716468
2024-08-18,HLTH-002,Digital Thermometer,10.0,13.050894553721308
2024-08-18,BABY-003,Baby Wipes 80ct,17.0,13.488625611862702
2024-08-18,DIY0-001,Power Drill,9.0,13.063628222588202
2024-08-18,BEAU-002,Lipstick Set,16.0,13.946642044261708
2024-08-18,APPL-002,Microwave Oven 20L,17.0,15.077735349979006
2024-08-18,DIY0-002,Sandpaper Pack,4.0,14.29763528617124
2024-08-18,FURN-002,Bookshelf 5-Tier,3.0,14.251886190796789
2024-08-18,TOYS-002,Remote Control Car,20.0,13.76576654111431
2024-08-18,HOMK-003,Cutting Board,18.0,13.716774854939889
2024-08-18,HLTH-003,First Aid Kit,25.0,13.303327974375312
2024-08-18,AUTO-001,Dash Cam HD,15.0,12.727001016294098
2024-08-18,MUSC-001,Acoustic Guitar,24.0,14.833445947500572
2024-08-18,TOOL-002,Hammer 500g,8.0,13.775359333569885
2024-08-18,GRDN-001,Garden Hose 20m,16.0,13.543521655646344
2024-08-18,OFFC-003,Desk Organiser,25.0,14.262007620439965
2024-08-18,GROC-003,Pasta 500g,30.0,19.94839278974056
2024-08-18,CLTH-001,Denim Jacket,5.0,10.930906807447435
2024-08-18,HLTH-001,Vitamin C 60 Tablets,23.0,14.814850366293289
2024-08-18,GROC-001,Ground Coffee 500g,11.0,20.18925013198437
2024-08-18,SPRT-001,Yoga Mat,13.0,14.123979508930445
2024-08-18,AUTO-003,Car Seat Organiser,17.0,13.55186414385076
2024-08-18,ELEC-002,USB-C Hub 7-Port,5.0,8.689559839239895
2024-08-18,SOFT-002,Office Suite,15.0,13.75193043830878
2024-08-18,OUTD-003,Hiking Socks 3-Pack,13.0,13.489655857467197
2024-08-18,JWLY-002,Gold Earrings,14.0,13.923525619302644
2024-08-18,TOOL-003,Adjustable Wrench,25.0,13.385516189692083
2024-08-18,JWLY-001,Silver Necklace,15.0,15.216623478915672
2024-08-18,BEAU-001,Face Moisturiser,13.0,14.817717718184689
2024-08-18,APPL-001,Air Fryer 5L,12.0,14.208463193922157
2024-08-18,APPL-003,Hand Blender,6.0,13.788456734380864
2024-08-18,CLTH-002,Cotton T-Shirt,10.0,10.850182366619052
2024-08-18,MUSC-002,DJ Headphones,12.0,13.545794500217603
2024-08-18,HOMK-002,Knife Set 5pc,3.0,12.880506471346015
2024-08-18,ELEC-001,Bluetooth Speaker,10.0,8.477804132311466
2024-08-18,JWLY-003,Pearl Bracelet,7.0,14.43810707693032
2024-08-18,TOYS-001,Building Blocks Set,12.0,14.039026617993104
2024-08-18,PCAR-003,Shampoo 400ml,19.0,13.972578436415136
2024-08-18,SPRT-003,Resistance Bands,19.0,14.13908721589764
2024-08-18,HOMK-001,Non-stick Pan 28cm,4.0,12.01846840059293
2024-08-18,BOOK-003,Self-Help Guide,13.0,13.842589350769478
2024-08-18,OUTD-002,Sleeping Bag,18.0,12.68984312252043
2024-08-18,SOFT-003,VPN Subscription,20.0,13.563702285433916
2024-08-18,MUSC-003,Digital Piano,10.0,13.163751965526895
2024-08-18,TOYS-003,Jigsaw Puzzle 500pc,10.0,13.83614842854475
2024-08-18,GRDN-002,Plant Pots Set,6.0,12.711950439569678
2024-08-18,GROC-002,Cooking Oil 1L,11.0,20.699989992578228
2024-08-18,CLTH-003,Formal Trousers,20.0,10.702430555780838
2024-08-18,MOVI-001,Action DVD Pack,12.0,13.676483841793834
2024-08-18,OFFC-001,A4 Paper Ream,22.0,13.788117831883577
2024-08-18,MOVI-003,Popcorn Maker,26.0,14.483899860698994
2024-08-18,OUTD-001,Camping Tent 2P,17.0,12.973936767134692
2024-08-18,BABY-001,Baby Monitor,13.0,13.74595769282406
2024-08-18,PETS-002,Cat Litter 5kg,8.0,13.255408138394024
2024-08-18,OFFC-002,Ballpoint Pens 10pk,15.0,13.639948264626511
2024-08-18,PETS-001,Dry Dog Food 2kg,6.0,14.499291365396928
2024-08-18,SPRT-002,Dumbbell Pair 5kg,6.0,13.640614821867583
2024-08-18,FURN-003,Bedside Table,3.0,13.09619116268664
2024-08-18,BOOK-001,Fiction Novel,24.0,15.008414312542516
2024-08-18,GRDN-003,Pruning Shears,10.0,14.183833456807168
2024-08-18,TOOL-001,Screwdriver Set,12.0,14.72479985230983
2024-08-18,BEAU-003,Hair Serum 100ml,5.0,13.832224030353805
2024-08-18,AUTO-002,Tyre Inflator,26.0,14.3374860250222
2024-08-18,PETS-003,Pet Collar,35.0,14.446588731590715
2024-08-19,JWLY-001,Silver Necklace,15.0,13.623099085493198
2024-08-19,PETS-001,Dry Dog Food 2kg,7.0,13.990778204422508
2024-08-19,HOMK-002,Knife Set 5pc,20.0,13.293169724275442
2024-08-19,HLTH-001,Vitamin C 60 Tablets,14.0,14.448475598155028
2024-08-19,HOMK-003,Cutting Board,18.0,13.806366522439337
2024-08-19,TOOL-002,Hammer 500g,7.0,13.460493685166664
2024-08-19,FURN-003,Bedside Table,12.0,14.005049214175129
2024-08-19,ELEC-003,Wireless Charger,11.0,8.294496327278411
2024-08-19,GRDN-002,Plant Pots Set,11.0,12.759550648662662
2024-08-19,CLTH-001,Denim Jacket,10.0,10.73927310459197
2024-08-19,SPRT-003,Resistance Bands,13.0,14.728817281003751
2024-08-19,BEAU-001,Face Moisturiser,9.0,15.12314209384365
2024-08-19,MUSC-002,DJ Headphones,13.0,13.824165002838498
2024-08-19,MOVI-003,Popcorn Maker,3.0,14.194896011071387
2024-08-19,BABY-003,Baby Wipes 80ct,4.0,13.602935347786769
2024-08-19,PETS-003,Pet Collar,26.0,14.352967563539805
2024-08-19,APPL-001,Air Fryer 5L,13.0,14.9812471198168
2024-08-19,HLTH-002,Digital Thermometer,4.0,13.78335892439075
2024-08-19,BOOK-002,Academic Textbook,7.0,13.809296820463825
2024-08-19,DIY0-003,Adhesive Tape Pack,21.0,13.500842916853038
2024-08-19,SPRT-002,Dumbbell Pair 5kg,20.0,14.213891237040286
2024-08-19,PCAR-001,Electric Toothbrush,7.0,14.32570173006588
2024-08-19,GROC-001,Ground Coffee 500g,8.0,19.893172090965063
2024-08-19,BEAU-003,Hair Serum 100ml,2.0,14.75434201457304
2024-08-19,CLTH-002,Cotton T-Shirt,7.0,11.044413761533988
2024-08-19,TOYS-001,Building Blocks Set,15.0,14.70501104959814
2024-08-19,APPL-002,Microwave Oven 20L,12.0,14.337403783146016
2024-08-19,GROC-003,Pasta 500g,16.0,20.1912988869258
2024-08-19,SOFT-002,Office Suite,23.0,12.924299237173608
2024-08-19,APPL-003,Hand Blender,22.0,13.99083288248988
2024-08-19,TOOL-001,Screwdriver Set,9.0,14.983846085573886
2024-08-19,AUTO-003,Car Seat Organiser,8.0,13.244457183323563
2024-08-19,MUSC-003,Digital Piano,17.0,14.202555861389644
2024-08-19,HLTH-003,First Aid Kit,14.0,13.440627599570352
2024-08-19,OUTD-003,Hiking Socks 3-Pack,8.0,13.883531091700064
2024-08-19,MOVI-002,Streaming Voucher,17.0,14.95659431024942
2024-08-19,FURN-002,Bookshelf 5-Tier,13.0,13.695351212754645
2024-08-19,BOOK-001,Fiction Novel,17.0,13.65548253817186
2024-08-19,CLTH-003,Formal Trousers,12.0,11.359516099396982
2024-08-19,TOOL-003,Adjustable Wrench,10.0,13.543080861654332
2024-08-19,ELEC-002,USB-C Hub 7-Port,12.0,8.87075542390606
2024-08-19,PETS-002,Cat Litter 5kg,13.0,14.517072626213794
2024-08-19,JWLY-003,Pearl Bracelet,16.0,15.479773874587032
2024-08-19,JWLY-002,Gold Earrings,9.0,13.520323459789273
2024-08-19,OUTD-001,Camping Tent 2P,18.0,13.228479513371637
2024-08-19,ELEC-001,Bluetooth Speaker,2.0,8.160121043174474
2024-08-19,DIY0-002,Sandpaper Pack,15.0,13.960996857687023
2024-08-19,MOVI-001,Action DVD Pack,10.0,13.955477785947014
2024-08-19,BEAU-002,Lipstick Set,9.0,15.22569978810155
2024-08-19,PCAR-002,Razor 5-Blade,6.0,13.846531690247168
2024-08-19,FURN-001,Office Chair,17.0,13.263013727251431
2024-08-19,DIY0-001,Power Drill,13.0,12.736826484339446
2024-08-19,GROC-002,Cooking Oil 1L,17.0,19.982065284896084
2024-08-19,BABY-002,Nappy Pack 40,12.0,12.981795727238495
2024-08-19,PCAR-003,Shampoo 400ml,16.0,14.201156712542248
2024-08-19,SPRT-001,Yoga Mat,7.0,14.301850704989429
2024-08-19,AUTO-001,Dash Cam HD,12.0,13.812448572223644
2024-08-19,TOYS-003,Jigsaw Puzzle 500pc,7.0,13.925003947532346
2024-08-19,OUTD-002,Sleeping Bag,11.0,13.473445202544385
2024-08-19,OFFC-003,Desk Organiser,9.0,13.4139455624888
2024-08-19,MUSC-001,Acoustic Guitar,2.0,13.985286958049734
2024-08-19,TOYS-002,Remote Control Car,13.0,14.84416267479908
2024-08-19,HOMK-001,Non-stick Pan 28cm,19.0,13.299262494027955
2024-08-19,GRDN-001,Garden Hose 20m,12.0,14.412599021958265
2024-08-19,BABY-001,Baby Monitor,12.0,14.403110016146584
2024-08-19,SOFT-003,VPN Subscription,19.0,13.443481098863565
2024-08-19,SOFT-001,Antivirus 1-Year,5.0,12.79342822055226
2024-08-19,OFFC-002,Ballpoint Pens 10pk,23.0,14.4391596502604
2024-08-19,OFFC-001,A4 Paper Ream,14.0,13.388553431495543
2024-08-19,BOOK-003,Self-Help Guide,17.0,13.481164852050425
2024-08-19,GRDN-003,Pruning Shears,11.0,12.68896048198091
2024-08-19,AUTO-002,Tyre Inflator,14.0,13.043858000288829
2024-08-20,PETS-001,Dry Dog Food 2kg,8.0,12.991814876801296
2024-08-20,BEAU-001,Face Moisturiser,21.0,14.789797900342284
2024-08-20,HOMK-002,Knife Set 5pc,26.0,13.741891951597724
2024-08-20,GROC-002,Cooking Oil 1L,26.0,19.32662561014683
2024-08-20,SPRT-002,Dumbbell Pair 5kg,8.0,13.502369573736033
2024-08-20,GRDN-003,Pruning Shears,13.0,13.707400453767413
2024-08-20,PETS-002,Cat Litter 5kg,10.0,14.46943554138943
2024-08-20,PETS-003,Pet Collar,17.0,14.477883222358123
2024-08-20,MOVI-001,Action DVD Pack,18.0,14.022498916929312
2024-08-20,CLTH-002,Cotton T-Shirt,13.0,11.073912211682332
2024-08-20,BEAU-003,Hair Serum 100ml,13.0,13.946621687701713
2024-08-20,BABY-001,Baby Monitor,8.0,13.445245378341186
2024-08-20,TOYS-003,Jigsaw Puzzle 500pc,23.0,14.801962320369078
2024-08-20,BOOK-001,Fiction Novel,15.0,13.982078418432229
2024-08-20,MUSC-002,DJ Headphones,8.0,13.252724439184728
2024-08-20,TOOL-001,Screwdriver Set,16.0,13.588927114857055
2024-08-20,SOFT-003,VPN Subscription,9.0,12.88222683693881
2024-08-20,MUSC-003,Digital Piano,16.0,13.653284112236344
2024-08-20,OUTD-001,Camping Tent 2P,9.0,14.332732581403368
2024-08-20,ELEC-003,Wireless Charger,10.0,8.409931683851143
2024-08-20,APPL-003,Hand Blender,21.0,14.509385464758251
2024-08-20,OUTD-002,Sleeping Bag,18.0,13.370143107475542
2024-08-20,JWLY-003,Pearl Bracelet,9.0,14.68922800632048
2024-08-20,HOMK-001,Non-stick Pan 28cm,26.0,13.689401205774914
2024-08-20,ELEC-001,Bluetooth Speaker,11.0,7.759836454341806
2024-08-20,TOYS-001,Building Blocks Set,18.0,13.017509299033655
2024-08-20,SPRT-003,Resistance Bands,8.0,13.91970075435973
2024-08-20,BOOK-003,Self-Help Guide,16.0,13.814393014588266
2024-08-20,MOVI-003,Popcorn Maker,16.0,14.454706634127431
2024-08-20,HLTH-002,Digital Thermometer,13.0,14.54851753816164
2024-08-20,OUTD-003,Hiking Socks 3-Pack,21.0,13.781271502802417
2024-08-20,DIY0-002,Sandpaper Pack,12.0,13.772303018011073
2024-08-20,AUTO-003,Car Seat Organiser,19.0,13.60689234753718
