Date,SKU,SKU_Name,Demand
2024-08-12,SOFT-003,VPN Subscription,11.0
2024-08-12,MOVI-002,Streaming Voucher,21.0
2024-08-12,OFFC-001,A4 Paper Ream,11.0
2024-08-12,JWLY-002,Gold Earrings,22.0
2024-08-12,APPL-003,Hand Blender,23.0
2024-08-12,HOMK-001,Non-stick Pan 28cm,21.0
2024-08-12,OUTD-001,Camping Tent 2P,7.0
2024-08-12,CLTH-002,Cotton T-Shirt,5.0
2024-08-12,TOYS-002,Remote Control Car,13.0
2024-08-12,AUTO-003,Car Seat Organiser,18.0
2024-08-12,HOMK-002,Knife Set 5pc,5.0
2024-08-12,GROC-001,Ground Coffee 500g,20.0
2024-08-12,SPRT-003,Resistance Bands,18.0
2024-08-12,PCAR-002,Razor 5-Blade,12.0
2024-08-12,FURN-002,Bookshelf 5-Tier,14.0
2024-08-12,HLTH-002,Digital Thermometer,6.0
2024-08-12,GROC-002,Cooking Oil 1L,22.0
2024-08-12,HOMK-003,Cutting Board,8.0
2024-08-12,BEAU-003,Hair Serum 100ml,13.0
2024-08-12,MUSC-003,Digital Piano,10.0
2024-08-12,SPRT-002,Dumbbell Pair 5kg,0.0
2024-08-12,DIY0-001,Power Drill,13.0
2024-08-12,BEAU-002,Lipstick Set,20.0
2024-08-13,DIY0-001,Power Drill,7.0
2024-08-13,SOFT-002,Office Suite,22.0
2024-08-13,JWLY-001,Silver Necklace,13.0
2024-08-13,MUSC-003,Digital Piano,6.0
2024-08-13,BEAU-001,Face Moisturiser,9.0
2024-08-13,APPL-003,Hand Blender,16.0
2024-08-13,OFFC-001,A4 Paper Ream,18.0
2024-08-13,TOOL-001,Screwdriver Set,3.0
2024-08-13,CLTH-001,Denim Jacket,8.0
2024-08-13,BOOK-001,Fiction Novel,20.0
2024-08-13,OUTD-001,Camping Tent 2P,6.0
2024-08-13,BOOK-002,Academic Textbook,17.0
2024-08-13,AUTO-003,Car Seat Organiser,21.0
2024-08-13,PCAR-003,Shampoo 400ml,17.0
2024-08-13,JWLY-003,Pearl Bracelet,21.0
2024-08-13,BABY-003,Baby Wipes 80ct,14.0
2024-08-13,HLTH-001,Vitamin C 60 Tablets,21.0
2024-08-13,SOFT-001,Antivirus 1-Year,21.0
2024-08-13,DIY0-002,Sandpaper Pack,13.0
2024-08-13,HOMK-003,Cutting Board,8.0
2024-08-13,TOOL-003,Adjustable Wrench,11.0
2024-08-13,ELEC-003,Wireless Charger,7.0
2024-08-13,GROC-001,Ground Coffee 500g,28.0
2024-08-13,FURN-002,Bookshelf 5-Tier,13.0
2024-08-13,APPL-002,Microwave Oven 20L,11.0
2024-08-13,SPRT-001,Yoga Mat,8.0
2024-08-13,HLTH-002,Digital Thermometer,22.0
2024-08-13,PETS-003,Pet Collar,23.0
2024-08-13,BABY-001,Baby Monitor,28.0
2024-08-13,BEAU-003,Hair Serum 100ml,9.0
2024-08-13,SPRT-002,Dumbbell Pair 5kg,16.0
2024-08-13,DIY0-003,Adhesive Tape Pack,22.0
2024-08-13,CLTH-002,Cotton T-Shirt,12.0
2024-08-13,OUTD-003,Hiking Socks 3-Pack,13.0
2024-08-13,PCAR-001,Electric Toothbrush,3.0
2024-08-13,MUSC-001,Acoustic Guitar,32.0
2024-08-13,TOYS-002,Remote Control Car,9.0
2024-08-13,SPRT-003,Resistance Bands,18.0
2024-08-13,PCAR-002,Razor 5-Blade,23.0
2024-08-13,GRDN-001,Garden Hose 20m,10.0
2024-08-13,GROC-002,Cooking Oil 1L,19.0
2024-08-13,FURN-003,Bedside Table,21.0
2024-08-13,OFFC-002,Ballpoint Pens 10pk,14.0
2024-08-13,MOVI-002,Streaming Voucher,22.0
2024-08-13,BEAU-002,Lipstick Set,7.0
2024-08-13,BOOK-003,Self-Help Guide,15.0
2024-08-13,JWLY-002,Gold Earrings,7.0
2024-08-13,HOMK-001,Non-stick Pan 28cm,14.0
2024-08-13,ELEC-001,Bluetooth Speaker,2.0
2024-08-13,SOFT-003,VPN Subscription,17.0
2024-08-13,APPL-001,Air Fryer 5L,20.0
2024-08-13,GRDN-002,Plant Pots Set,12.0
2024-08-13,CLTH-003,Formal Trousers,10.0
2024-08-13,TOYS-003,Jigsaw Puzzle 500pc,7.0
2024-08-13,PETS-002,Cat Litter 5kg,10.0
2024-08-13,OUTD-002,Sleeping Bag,9.0
2024-08-13,HOMK-002,Knife Set 5pc,3.0
2024-08-13,ELEC-002,USB-C Hub 7-Port,18.0
2024-08-13,BABY-002,Nappy Pack 40,23.0
2024-08-13,AUTO-001,Dash Cam HD,8.0
2024-08-13,OFFC-003,Desk Organiser,15.0
2024-08-13,TOOL-002,Hammer 500g,10.0
2024-08-13,HLTH-003,First Aid Kit,16.0
2024-08-13,GRDN-003,Pruning Shears,15.0
2024-08-13,MOVI-001,Action DVD Pack,16.0
2024-08-13,PETS-001,Dry Dog Food 2kg,16.0
2024-08-13,GROC-003,Pasta 500g,30.0
2024-08-13,MOVI-003,Popcorn Maker,21.0
2024-08-13,AUTO-002,Tyre Inflator,18.0
2024-08-13,FURN-001,Office Chair,19.0
2024-08-13,MUSC-002,DJ Headphones,15.0
2024-08-13,TOYS-001,Building Blocks Set,6.0
2024-08-14,FURN-002,Bookshelf 5-Tier,21.0
2024-08-14,TOYS-003,Jigsaw Puzzle 500pc,8.0
2024-08-14,BOOK-003,Self-Help Guide,9.0
2024-08-14,BABY-001,Baby Monitor,9.0
2024-08-14,BEAU-002,Lipstick Set,14.0
2024-08-14,AUTO-001,Dash Cam HD,11.0
2024-08-14,GRDN-002,Plant Pots Set,7.0
2024-08-14,PCAR-002,Razor 5-Blade,13.0
2024-08-14,TOOL-003,Adjustable Wrench,10.0
2024-08-14,ELEC-003,Wireless Charger,5.0
2024-08-14,AUTO-003,Car Seat Organiser,10.0
2024-08-14,MUSC-001,Acoustic Guitar,17.0
2024-08-14,HLTH-003,First Aid Kit,9.0
2024-08-14,PCAR-001,Electric Toothbrush,28.0
2024-08-14,MOVI-003,Popcorn Maker,5.0
2024-08-14,DIY0-003,Adhesive Tape Pack,19.0
2024-08-14,PETS-003,Pet Collar,12.0
2024-08-14,TOOL-001,Screwdriver Set,9.0
2024-08-14,GROC-002,Cooking Oil 1L,26.0
2024-08-14,GROC-001,Ground Coffee 500g,17.0
2024-08-14,MUSC-003,Digital Piano,24.0
2024-08-14,SOFT-003,VPN Subscription,6.0
2024-08-14,HLTH-002,Digital Thermometer,16.0
2024-08-14,SPRT-003,Resistance Bands,12.0
2024-08-14,HOMK-002,Knife Set 5pc,20.0
2024-08-14,SOFT-002,Office Suite,4.0
2024-08-14,MUSC-002,DJ Headphones,4.0
2024-08-14,GROC-003,Pasta 500g,27.0
2024-08-14,GRDN-003,Pruning Shears,11.0
2024-08-14,ELEC-002,USB-C Hub 7-Port,8.0
2024-08-14,PETS-002,Cat Litter 5kg,13.0
2024-08-14,BABY-002,Nappy Pack 40,15.0
2024-08-14,OUTD-002,Sleeping Bag,4.0
2024-08-14,BOOK-002,Academic Textbook,19.0
2024-08-14,TOYS-001,Building Blocks Set,35.0
2024-08-14,FURN-003,Bedside Table,12.0
2024-08-14,BEAU-001,Face Moisturiser,14.0
2024-08-14,BEAU-003,Hair Serum 100ml,11.0
2024-08-14,HOMK-003,Cutting Board,18.0
2024-08-14,SPRT-002,Dumbbell Pair 5kg,15.0
2024-08-14,CLTH-002,Cotton T-Shirt,16.0
2024-08-14,JWLY-003,Pearl Bracelet,17.0
2024-08-14,ELEC-001,Bluetooth Speaker,6.0
2024-08-14,APPL-003,Hand Blender,19.0
2024-08-14,OFFC-001,A4 Paper Ream,20.0
2024-08-14,HOMK-001,Non-stick Pan 28cm,16.0
2024-08-14,MOVI-002,Streaming Voucher,12.0
2024-08-14,PCAR-003,Shampoo 400ml,15.0
2024-08-14,CLTH-003,Formal Trousers,8.0
2024-08-14,SPRT-001,Yoga Mat,17.0
2024-08-14,OUTD-001,Camping Tent 2P,11.0
2024-08-14,APPL-001,Air Fryer 5L,12.0
2024-08-14,TOYS-002,Remote Control Car,9.0
2024-08-14,DIY0-002,Sandpaper Pack,8.0
2024-08-14,SOFT-001,Antivirus 1-Year,12.0
2024-08-14,OUTD-003,Hiking Socks 3-Pack,11.0
2024-08-14,DIY0-001,Power Drill,15.0
2024-08-14,GRDN-001,Garden Hose 20m,5.0
2024-08-14,PETS-001,Dry Dog Food 2kg,13.0
2024-08-14,MOVI-001,Action DVD Pack,16.0
2024-08-14,BOOK-001,Fiction Novel,22.0
2024-08-14,AUTO-002,Tyre Inflator,4.0
2024-08-14,CLTH-001,Denim Jacket,13.0
2024-08-14,APPL-002,Microwave Oven 20L,11.0
2024-08-14,HLTH-001,Vitamin C 60 Tablets,5.0
2024-08-14,JWLY-002,Gold Earrings,8.0
2024-08-14,BABY-003,Baby Wipes 80ct,13.0
2024-08-14,OFFC-003,Desk Organiser,3.0
2024-08-14,FURN-001,Office Chair,12.0
2024-08-14,JWLY-001,Silver Necklace,17.0
2024-08-14,TOOL-002,Hammer 500g,8.0
2024-08-14,OFFC-002,Ballpoint Pens 10pk,7.0
2024-08-15,BEAU-001,Face Moisturiser,17.0
2024-08-15,GRDN-002,Plant Pots Set,14.0
2024-08-15,OUTD-003,Hiking Socks 3-Pack,18.0
2024-08-15,CLTH-001,Denim Jacket,12.0
2024-08-15,SPRT-003,Resistance Bands,17.0
2024-08-15,JWLY-001,Silver Necklace,15.0
2024-08-15,AUTO-003,Car Seat Organiser,9.0
2024-08-15,SOFT-002,Office Suite,24.0
2024-08-15,CLTH-002,Cotton T-Shirt,17.0
2024-08-15,PCAR-001,Electric Toothbrush,8.0
2024-08-15,HLTH-001,Vitamin C 60 Tablets,21.0
2024-08-15,HLTH-002,Digital Thermometer,24.0
2024-08-15,PETS-003,Pet Collar,4.0
2024-08-15,MUSC-003,Digital Piano,4.0
2024-08-15,TOOL-001,Screwdriver Set,24.0
2024-08-15,GROC-001,Ground Coffee 500g,17.0
2024-08-15,DIY0-003,Adhesive Tape Pack,15.0
2024-08-15,BOOK-002,Academic Textbook,7.0
2024-08-15,BEAU-003,Hair Serum 100ml,25.0
2024-08-15,SPRT-002,Dumbbell Pair 5kg,21.0
2024-08-15,HOMK-002,Knife Set 5pc,29.0
2024-08-15,MUSC-001,Acoustic Guitar,16.0
2024-08-15,FURN-002,Bookshelf 5-Tier,5.0
2024-08-15,APPL-003,Hand Blender,14.0
2024-08-15,BABY-001,Baby Monitor,11.0
2024-08-15,CLTH-003,Formal Trousers,1.0
2024-08-15,BOOK-001,Fiction Novel,31.0
2024-08-15,BOOK-003,Self-Help Guide,20.0
2024-08-15,OFFC-002,Ballpoint Pens 10pk,7.0
2024-08-15,BEAU-002,Lipstick Set,15.0
2024-08-15,OFFC-001,A4 Paper Ream,6.0
2024-08-15,SOFT-003,VPN Subscription,13.0
2024-08-15,ELEC-001,Bluetooth Speaker,13.0
2024-08-15,GROC-002,Cooking Oil 1L,8.0
2024-08-15,HOMK-003,Cutting Board,20.0
2024-08-15,PCAR-003,Shampoo 400ml,14.0
2024-08-15,OUTD-001,Camping Tent 2P,8.0
2024-08-15,HOMK-001,Non-stick Pan 28cm,4.0
2024-08-15,MOVI-002,Streaming Voucher,12.0
2024-08-15,JWLY-002,Gold Earrings,13.0
2024-08-15,PCAR-002,Razor 5-Blade,11.0
2024-08-15,DIY0-002,Sandpaper Pack,23.0
2024-08-15,SPRT-001,Yoga Mat,9.0
2024-08-15,SOFT-001,Antivirus 1-Year,18.0
2024-08-15,DIY0-001,Power Drill,17.0
2024-08-15,GRDN-001,Garden Hose 20m,10.0
2024-08-15,TOYS-002,Remote Control Car,14.0
2024-08-15,JWLY-003,Pearl Bracelet,14.0
2024-08-15,MUSC-002,DJ Headphones,13.0
2024-08-15,BABY-003,Baby Wipes 80ct,5.0
2024-08-15,FURN-003,Bedside Table,19.0
2024-08-15,HLTH-003,First Aid Kit,12.0
2024-08-15,OFFC-003,Desk Organiser,14.0
2024-08-15,ELEC-002,USB-C Hub 7-Port,3.0
2024-08-15,GROC-003,Pasta 500g,21.0
2024-08-15,APPL-002,Microwave Oven 20L,11.0
2024-08-15,PETS-002,Cat Litter 5kg,11.0
2024-08-15,APPL-001,Air Fryer 5L,11.0
2024-08-15,TOOL-003,Adjustable Wrench,3.0
2024-08-15,TOOL-002,Hammer 500g,10.0
2024-08-15,AUTO-001,Dash Cam HD,11.0
2024-08-15,BABY-002,Nappy Pack 40,18.0
2024-08-15,TOYS-001,Building Blocks Set,11.0
2024-08-15,FURN-001,Office Chair,4.0
2024-08-15,TOYS-003,Jigsaw Puzzle 500pc,16.0
2024-08-15,GRDN-003,Pruning Shears,6.0
2024-08-15,MOVI-003,Popcorn Maker,23.0
2024-08-15,PETS-001,Dry Dog Food 2kg,8.0
2024-08-15,AUTO-002,Tyre Inflator,14.0
2024-08-15,MOVI-001,Action DVD Pack,13.0
2024-08-15,ELEC-003,Wireless Charger,4.0
2024-08-15,OUTD-002,Sleeping Bag,13.0
2024-08-16,BOOK-001,Fiction Novel,9.0
2024-08-16,BEAU-002,Lipstick Set,18.0
2024-08-16,PETS-002,Cat Litter 5kg,9.0
2024-08-16,DIY0-002,Sandpaper Pack,19.0
2024-08-16,SPRT-001,Yoga Mat,16.0
2024-08-16,ELEC-002,USB-C Hub 7-Port,14.0
2024-08-16,GRDN-001,Garden Hose 20m,16.0
2024-08-16,TOYS-003,Jigsaw Puzzle 500pc,6.0
2024-08-16,OUTD-002,Sleeping Bag,24.0
2024-08-16,TOYS-002,Remote Control Car,9.0
2024-08-16,OUTD-003,Hiking Socks 3-Pack,7.0
2024-08-16,MUSC-002,DJ Headphones,18.0
2024-08-16,OFFC-003,Desk Organiser,6.0
2024-08-16,MUSC-001,Acoustic Guitar,15.0
2024-08-16,HOMK-003,Cutting Board,12.0
2024-08-16,GRDN-003,Pruning Shears,10.0
2024-08-16,CLTH-003,Formal Trousers,9.0
2024-08-16,AUTO-001,Dash Cam HD,13.0
2024-08-16,PCAR-002,Razor 5-Blade,12.0
2024-08-16,JWLY-002,Gold Earrings,21.0
2024-08-16,PETS-001,Dry Dog Food 2kg,23.0
2024-08-16,PCAR-003,Shampoo 400ml,14.0
2024-08-16,MOVI-001,Action DVD Pack,16.0
2024-08-16,FURN-001,Office Chair,13.0
2024-08-16,ELEC-001,Bluetooth Speaker,2.0
2024-08-16,JWLY-003,Pearl Bracelet,16.0
2024-08-16,GROC-002,Cooking Oil 1L,18.0
2024-08-16,BABY-002,Nappy Pack 40,18.0
2024-08-16,OUTD-001,Camping Tent 2P,15.0
2024-08-16,OFFC-002,Ballpoint Pens 10pk,15.0
2024-08-16,OFFC-001,A4 Paper Ream,20.0
2024-08-16,HOMK-001,Non-stick Pan 28cm,9.0
2024-08-16,BOOK-003,Self-Help Guide,20.0
2024-08-16,AUTO-002,Tyre Inflator,14.0
2024-08-16,MOVI-002,Streaming Voucher,6.0
2024-08-16,DIY0-001,Power Drill,35.0
2024-08-16,TOOL-003,Adjustable Wrench,6.0
2024-08-16,SOFT-003,VPN Subscription,18.0
2024-08-16,SOFT-001,Antivirus 1-Year,37.0
2024-08-16,FURN-002,Bookshelf 5-Tier,32.0
2024-08-16,CLTH-001,Denim Jacket,6.0
2024-08-16,GROC-003,Pasta 500g,14.0
2024-08-16,HLTH-002,Digital Thermometer,8.0
2024-08-16,MUSC-003,Digital Piano,20.0
2024-08-16,BABY-001,Baby Monitor,11.0
2024-08-16,BABY-003,Baby Wipes 80ct,23.0
2024-08-16,APPL-001,Air Fryer 5L,8.0
2024-08-16,DIY0-003,Adhesive Tape Pack,9.0
2024-08-16,APPL-002,Microwave Oven 20L,12.0
2024-08-16,BOOK-002,Academic Textbook,19.0
2024-08-16,BEAU-003,Hair Serum 100ml,22.0
2024-08-16,TOOL-001,Screwdriver Set,6.0
2024-08-16,MOVI-003,Popcorn Maker,11.0
2024-08-16,SPRT-002,Dumbbell Pair 5kg,21.0
2024-08-16,BEAU-001,Face Moisturiser,26.0
2024-08-16,TOYS-001,Building Blocks Set,15.0
2024-08-16,PETS-003,Pet Collar,17.0
2024-08-16,GROC-001,Ground Coffee 500g,20.0
2024-08-16,PCAR-001,Electric Toothbrush,9.0
2024-08-16,CLTH-002,Cotton T-Shirt,10.0
2024-08-16,HLTH-001,Vitamin C 60 Tablets,14.0
2024-08-16,HOMK-002,Knife Set 5pc,11.0
2024-08-16,JWLY-001,Silver Necklace,24.0
2024-08-16,HLTH-003,First Aid Kit,20.0
2024-08-16,TOOL-002,Hammer 500g,11.0
2024-08-16,FURN-003,Bedside Table,13.0
2024-08-16,SPRT-003,Resistance Bands,10.0
2024-08-16,SOFT-002,Office Suite,18.0
2024-08-16,AUTO-003,Car Seat Organiser,10.0
2024-08-16,APPL-003,Hand Blender,5.0
2024-08-16,ELEC-003,Wireless Charger,11.0
2024-08-16,GRDN-002,Plant Pots Set,21.0
2024-08-17,MUSC-003,Digital Piano,15.0
2024-08-17,HOMK-002,Knife Set 5pc,4.0
2024-08-17,ELEC-001,Bluetooth Speaker,16.0
2024-08-17,FURN-003,Bedside Table,16.0
2024-08-17,SPRT-002,Dumbbell Pair 5kg,7.0
2024-08-17,MUSC-002,DJ Headphones,25.0
2024-08-17,PCAR-003,Shampoo 400ml,19.0
2024-08-17,MOVI-001,Action DVD Pack,3.0
2024-08-17,BEAU-003,Hair Serum 100ml,5.0
2024-08-17,APPL-003,Hand Blender,6.0
2024-08-17,CLTH-003,Formal Trousers,17.0
2024-08-17,SOFT-003,VPN Subscription,18.0
2024-08-17,OUTD-002,Sleeping Bag,15.0
2024-08-17,SPRT-003,Resistance Bands,10.0
2024-08-17,OFFC-001,A4 Paper Ream,16.0
2024-08-17,GRDN-003,Pruning Shears,9.0
2024-08-17,HOMK-001,Non-stick Pan 28cm,13.0
2024-08-17,BEAU-001,Face Moisturiser,15.0
2024-08-17,HLTH-001,Vitamin C 60 Tablets,11.0
2024-08-17,HOMK-003,Cutting Board,3.0
2024-08-17,TOOL-002,Hammer 500g,8.0
2024-08-17,OUTD-003,Hiking Socks 3-Pack,10.0
2024-08-17,OFFC-003,Desk Organiser,37.0
2024-08-17,TOYS-002,Remote Control Car,8.0
2024-08-17,SOFT-002,Office Suite,12.0
2024-08-17,APPL-002,Microwave Oven 20L,18.0
2024-08-17,GROC-003,Pasta 500g,22.0
2024-08-17,GRDN-001,Garden Hose 20m,8.0
2024-08-17,SPRT-001,Yoga Mat,8.0
2024-08-17,ELEC-002,USB-C Hub 7-Port,5.0
2024-08-17,BABY-002,Nappy Pack 40,22.0
2024-08-17,DIY0-002,Sandpaper Pack,7.0
2024-08-17,CLTH-002,Cotton T-Shirt,13.0
2024-08-17,APPL-001,Air Fryer 5L,10.0
2024-08-17,DIY0-001,Power Drill,7.0
2024-08-17,MOVI-002,Streaming Voucher,19.0
2024-08-17,BOOK-002,Academic Textbook,12.0
2024-08-17,HLTH-002,Digital Thermometer,34.0
2024-08-17,SOFT-001,Antivirus 1-Year,13.0
2024-08-17,CLTH-001,Denim Jacket,9.0
2024-08-17,BABY-003,Baby Wipes 80ct,13.0
2024-08-17,TOYS-001,Building Blocks Set,21.0
2024-08-17,PETS-002,Cat Litter 5kg,4.0
2024-08-17,OUTD-001,Camping Tent 2P,15.0
2024-08-17,JWLY-002,Gold Earrings,10.0
2024-08-17,BABY-001,Baby Monitor,15.0
2024-08-17,AUTO-002,Tyre Inflator,8.0
2024-08-17,GRDN-002,Plant Pots Set,9.0
2024-08-17,AUTO-003,Car Seat Organiser,6.0
2024-08-17,BOOK-003,Self-Help Guide,10.0
2024-08-17,OFFC-002,Ballpoint Pens 10pk,12.0
2024-08-17,PCAR-001,Electric Toothbrush,22.0
2024-08-17,GROC-002,Cooking Oil 1L,22.0
2024-08-17,MOVI-003,Popcorn Maker,18.0
2024-08-17,DIY0-003,Adhesive Tape Pack,23.0
2024-08-17,TOOL-003,Adjustable Wrench,32.0
2024-08-17,TOOL-001,Screwdriver Set,8.0
2024-08-17,FURN-001,Office Chair,12.0
2024-08-17,GROC-001,Ground Coffee 500g,16.0
2024-08-17,JWLY-001,Silver Necklace,11.0
2024-08-17,MUSC-001,Acoustic Guitar,5.0
2024-08-17,AUTO-001,Dash Cam HD,6.0
2024-08-17,PCAR-002,Razor 5-Blade,15.0
2024-08-17,BOOK-001,Fiction Novel,15.0
2024-08-17,TOYS-003,Jigsaw Puzzle 500pc,29.0
2024-08-17,BEAU-002,Lipstick Set,9.0
2024-08-17,HLTH-003,First Aid Kit,12.0
2024-08-17,JWLY-003,Pearl Bracelet,13.0
2024-08-17,FURN-002,Bookshelf 5-Tier,3.0
2024-08-17,PETS-001,Dry Dog Food 2kg,8.0
2024-08-17,ELEC-003,Wireless Charger,6.0
2024-08-17,PETS-003,Pet Collar,16.0
2024-08-18,PCAR-002,Razor 5-Blade,7.0
2024-08-18,ELEC-003,Wireless Charger,7.0
2024-08-18,PCAR-001,Electric Toothbrush,13.0
2024-08-18,DIY0-003,Adhesive Tape Pack,10.0
2024-08-18,MOVI-002,Streaming Voucher,11.0
2024-08-18,FURN-001,Office Chair,14.0
2024-08-18,BABY-002,Nappy Pack 40,14.0
2024-08-18,BOOK-002,Academic Textbook,11.0
2024-08-18,SOFT-001,Antivirus 1-Year,20.0
2024-08-18,HLTH-002,Digital Thermometer,11.0
2024-08-18,BABY-003,Baby Wipes 80ct,13.0
2024-08-18,DIY0-001,Power Drill,5.0
2024-08-18,BEAU-002,Lipstick Set,15.0
2024-08-18,APPL-002,Microwave Oven 20L,20.0
2024-08-18,DIY0-002,Sandpaper Pack,3.0
2024-08-18,FURN-002,Bookshelf 5-Tier,5.0
2024-08-18,TOYS-002,Remote Control Car,13.0
2024-08-18,HOMK-003,Cutting Board,23.0
2024-08-18,HLTH-003,First Aid Kit,22.0
2024-08-18,AUTO-001,Dash Cam HD,15.0
2024-08-18,MUSC-001,Acoustic Guitar,23.0
2024-08-18,TOOL-002,Hammer 500g,15.0
2024-08-18,GRDN-001,Garden Hose 20m,13.0
2024-08-18,OFFC-003,Desk Organiser,28.0
2024-08-18,GROC-003,Pasta 500g,31.0
2024-08-18,CLTH-001,Denim Jacket,3.0
2024-08-18,HLTH-001,Vitamin C 60 Tablets,27.0
2024-08-18,GROC-001,Ground Coffee 500g,11.0
2024-08-18,SPRT-001,Yoga Mat,18.0
2024-08-18,AUTO-003,Car Seat Organiser,18.0
2024-08-18,ELEC-002,USB-C Hub 7-Port,3.0
2024-08-18,SOFT-002,Office Suite,16.0
2024-08-18,OUTD-003,Hiking Socks 3-Pack,13.0
2024-08-18,JWLY-002,Gold Earrings,15.0
2024-08-18,TOOL-003,Adjustable Wrench,20.0
2024-08-18,JWLY-001,Silver Necklace,15.0
2024-08-18,BEAU-001,Face Moisturiser,12.0
2024-08-18,APPL-001,Air Fryer 5L,9.0
2024-08-18,APPL-003,Hand Blender,6.0
2024-08-18,CLTH-002,Cotton T-Shirt,8.0
2024-08-18,MUSC-002,DJ Headphones,14.0
2024-08-18,HOMK-002,Knife Set 5pc,3.0
2024-08-18,ELEC-001,Bluetooth Speaker,9.0
2024-08-18,JWLY-003,Pearl Bracelet,7.0
2024-08-18,TOYS-001,Building Blocks Set,14.0
2024-08-18,PCAR-003,Shampoo 400ml,22.0
2024-08-18,SPRT-003,Resistance Bands,15.0
2024-08-18,HOMK-001,Non-stick Pan 28cm,5.0
2024-08-18,BOOK-003,Self-Help Guide,13.0
2024-08-18,OUTD-002,Sleeping Bag,15.0
2024-08-18,SOFT-003,VPN Subscription,22.0
2024-08-18,MUSC-003,Digital Piano,7.0
2024-08-18,TOYS-003,Jigsaw Puzzle 500pc,18.0
2024-08-18,GRDN-002,Plant Pots Set,6.0
2024-08-18,GROC-002,Cooking Oil 1L,13.0
2024-08-18,CLTH-003,Formal Trousers,17.0
2024-08-18,MOVI-001,Action DVD Pack,15.0
2024-08-18,OFFC-001,A4 Paper Ream,27.0
2024-08-18,MOVI-003,Popcorn Maker,25.0
2024-08-18,OUTD-001,Camping Tent 2P,18.0
2024-08-18,BABY-001,Baby Monitor,7.0
2024-08-18,PETS-002,Cat Litter 5kg,7.0
2024-08-18,OFFC-002,Ballpoint Pens 10pk,7.0
2024-08-18,PETS-001,Dry Dog Food 2kg,6.0
2024-08-18,SPRT-002,Dumbbell Pair 5kg,6.0
2024-08-18,FURN-003,Bedside Table,5.0
2024-08-18,BOOK-001,Fiction Novel,20.0
2024-08-18,GRDN-003,Pruning Shears,7.0
2024-08-18,TOOL-001,Screwdriver Set,14.0
2024-08-18,BEAU-003,Hair Serum 100ml,8.0
2024-08-18,AUTO-002,Tyre Inflator,15.0
2024-08-18,PETS-003,Pet Collar,27.0
2024-08-19,JWLY-001,Silver Necklace,11.0
2024-08-19,PETS-001,Dry Dog Food 2kg,10.0
2024-08-19,HOMK-002,Knife Set 5pc,15.0
2024-08-19,HLTH-001,Vitamin C 60 Tablets,14.0
2024-08-19,HOMK-003,Cutting Board,15.0
2024-08-19,TOOL-002,Hammer 500g,7.0
2024-08-19,FURN-003,Bedside Table,11.0
2024-08-19,ELEC-003,Wireless Charger,12.0
2024-08-19,GRDN-002,Plant Pots Set,15.0
2024-08-19,CLTH-001,Denim Jacket,9.0
2024-08-19,SPRT-003,Resistance Bands,8.0
2024-08-19,BEAU-001,Face Moisturiser,13.0
2024-08-19,MUSC-002,DJ Headphones,14.0
2024-08-19,MOVI-003,Popcorn Maker,4.0
2024-08-19,BABY-003,Baby Wipes 80ct,6.0
2024-08-19,PETS-003,Pet Collar,33.0
2024-08-19,APPL-001,Air Fryer 5L,14.0
2024-08-19,HLTH-002,Digital Thermometer,2.0
2024-08-19,BOOK-002,Academic Textbook,7.0
2024-08-19,DIY0-003,Adhesive Tape Pack,27.0
2024-08-19,SPRT-002,Dumbbell Pair 5kg,16.0
2024-08-19,PCAR-001,Electric Toothbrush,8.0
2024-08-19,GROC-001,Ground Coffee 500g,9.0
2024-08-19,BEAU-003,Hair Serum 100ml,4.0
2024-08-19,CLTH-002,Cotton T-Shirt,6.0
2024-08-19,TOYS-001,Building Blocks Set,14.0
2024-08-19,APPL-002,Microwave Oven 20L,13.0
2024-08-19,GROC-003,Pasta 500g,13.0
2024-08-19,SOFT-002,Office Suite,35.0
2024-08-19,APPL-003,Hand Blender,22.0
2024-08-19,TOOL-001,Screwdriver Set,10.0
2024-08-19,AUTO-003,Car Seat Organiser,8.0
2024-08-19,MUSC-003,Digital Piano,25.0
2024-08-19,HLTH-003,First Aid Kit,18.0
2024-08-19,OUTD-003,Hiking Socks 3-Pack,13.0
2024-08-19,MOVI-002,Streaming Voucher,12.0
2024-08-19,FURN-002,Bookshelf 5-Tier,9.0
2024-08-19,BOOK-001,Fiction Novel,17.0
2024-08-19,CLTH-003,Formal Trousers,18.0
2024-08-19,TOOL-003,Adjustable Wrench,17.0
2024-08-19,ELEC-002,USB-C Hub 7-Port,12.0
2024-08-19,PETS-002,Cat Litter 5kg,14.0
2024-08-19,JWLY-003,Pearl Bracelet,20.0
2024-08-19,JWLY-002,Gold Earrings,7.0
2024-08-19,OUTD-001,Camping Tent 2P,24.0
2024-08-19,ELEC-001,Bluetooth Speaker,2.0
2024-08-19,DIY0-002,Sandpaper Pack,19.0
2024-08-19,MOVI-001,Action DVD Pack,9.0
2024-08-19,BEAU-002,Lipstick Set,11.0
2024-08-19,PCAR-002,Razor 5-Blade,6.0
2024-08-19,FURN-001,Office Chair,16.0
2024-08-19,DIY0-001,Power Drill,11.0
2024-08-19,GROC-002,Cooking Oil 1L,15.0
2024-08-19,BABY-002,Nappy Pack 40,11.0
2024-08-19,PCAR-003,Shampoo 400ml,17.0
2024-08-19,SPRT-001,Yoga Mat,7.0
